Audio file	Start	End	Text
Hari Minggoean_023	0:13:22	0:13:23	Landasannya bukan itu.
Hari Minggoean_023	0:13:23	0:13:26	Nikah ya, nikah aja.
Hari Minggoean_023	0:13:26	0:13:30	Bisa jadi dijodohin waktu di zaman-zaman dulu.
Hari Minggoean_023	0:13:30	0:13:36	Terus kadang-kadang dasarnya cinta, dan kadang-kadang kita tuh suka nerabas.
Hari Minggoean_023	0:13:36	0:14:05	Ya, kita cinta sama suatu orang, cuma kita tanpa memandang latar belakangnya dan itu ada beberapa yang melanggar contoh yang aku bilang kontroversial itu maksudnya kata kalau bida' agama ya kalau bida' agama itu kan jelas menentang banget ya dari apa yang diharapkan di masyarakat sekarang Nah, itulah.
Hari Minggoean_023	0:14:05	0:14:26	Nah itu semua kan contoh dari nilai-nilai atau at least anggapan-anggapan yang seharusnya tuh kita ikuti yang ada di masyarakat cuma pada akhirnya demi untuk mengekspresikan diri itu dilanggar, diterabas atau semacamnya.
Hari Minggoean_023	0:14:26	0:14:31	Dan ya, di sisi lain kita tuh juga adih.
Hari Minggoean_023	0:14:31	0:14:39	Kita tinggal atau berada di lingkungan yang nilai kelompok, kekeluargaan, itu kuat banget.
Hari Minggoean_023	0:14:39	0:14:55	Yang mana kelompok komunitas keluarga tadi atau pokoknya ya apapunlah bentuknya yang intinya itu kumpulan yang lebih dari satu kepala, itu punya kecenderungan untuk mengurangi ruang lingkup kita sebagai individu.
Hari Minggoean_023	0:14:55	0:15:06	Nah, untuk bisa hidup berkelompok dari sisi pandang individu, harga mutlak yang harus kita bayar, yang harus kita korbankan itu jelas.
Hari Minggoean_023	0:15:06	0:15:08	Itu kita harus bayar dengan ego kita.
Hari Minggoean_023	0:15:08	0:15:12	Ya memang nggak semua sih, tapi tetap aja harus ada yang dikorbankan.
Hari Minggoean_023	0:15:12	0:15:17	Yang ini kedengarannya jadi kayak berkontradiksi.
Hari Minggoean_023	0:15:17	0:15:25	Terus ini juga alasan yang membuat kita semua bingung sebagai orang yang menjalaninya yang hidup di zaman ini.
Hari Minggoean_023	0:15:25	0:15:30	Kita pengen jadi individu yang utuh, yang bisa berekspresi.
Hari Minggoean_023	0:15:30	0:15:40	Tapi sebagai individu ini, kita juga gak bisa lepas dari ekspetasi-ekspetasi yang ditaruh oleh komunitas kita di mana kita tinggal.
Hari Minggoean_023	0:15:40	0:15:44	Oh, peningnya bukan main itu Wak.
Hari Minggoean_023	0:15:44	0:15:49	Jadi mau gak mau kita emang harus berdialog dengan dua sisi diri kita.
Hari Minggoean_023	0:15:49	0:15:58	Diri kita sebagai individu yang berdiri sendiri yang ingin berekspresi tadi dan juga diri kita sebagai bagian dari sebuah komunitas.
Hari Minggoean_023	0:15:58	0:16:03	Bagaimana cara dua sisi ini bisa coexistence, bisa hidup bersama?
Hari Minggoean_023	0:16:03	0:16:05	Ya, aku juga gak tau.
Hari Minggoean_023	0:16:05	0:16:09	Dan aku gak bakal juga kasih tau caranya disini.
Hari Minggoean_023	0:16:09	0:16:12	Karena aku juga gak tau cara yang benar itu gimana.
Hari Minggoean_023	0:16:12	0:16:18	Yang aku melakukan dengan cara apa yang aku percaya, yang aku percaya benar.
Hari Minggoean_023	0:16:18	0:16:23	Tapi yang aku percaya benar itu belum tentu buatmu tuh pas tocok.
Hari Minggoean_023	0:16:23	0:17:00	jadi apa yang aku omongin tadi gak usah terlalu di dengerin lah tapi aku harap tetap yang aku sampaikan disini bisa jadi pemantik yang kemudian kalian bisa cari sendiri nih gimana cara menyeimbangkannya yang cocok yang sesuai dengan karakter kamu ya bisa jadi kepribadianmu itu lebih condong ke orang yang lebih individu oriented tapi bisa juga kamu tuh orang itu lebih berat ke community-oriented.
Hari Minggoean_023	0:17:00	0:17:03	Oke, kayaknya segitu dulu aja.
Hari Minggoean_023	0:17:03	0:17:14	Kalau kalian merasa apa yang kalian dapat dari senior ini itu menghibur atau menginspirasi, kalian bisa bantu kami dengan cara like, share, dan subscribe.
Hari Minggoean_023	0:17:14	0:17:16	Nah, ini ceritaku minggu ini.
Hari Minggoean_023	0:17:16	0:17:18	Bagaimana dengan ceritamu?
Hari Minggoean_023	0:17:18	0:17:20	Aku Hans, pamit undur diri.
Hari Minggoean_023	0:17:20	0:17:21	Ciao!
Hari Minggoean_024	0:00:00	0:00:07	Cerita di minggu ini kita mulai dengan cerita di mana aku ngumpul bareng teman-teman.
Hari Minggoean_024	0:00:07	0:00:09	Ya mumpung liburan kan ya.
Hari Minggoean_024	0:00:09	0:00:12	Harusnya sih kemarin itu kami ngumpul bertiga.
Hari Minggoean_024	0:00:12	0:00:19	Tapi karena ada satu kawan yang tiba-tiba ada mencara mendadak, jadinya kepaksa kami ngumpul berdua aja.
Hari Minggoean_024	0:00:19	0:00:23	Nah, biasanya kalau kami bertiga ngumpul itu, kami suka cari makanan.
Hari Minggoean_024	0:00:23	0:00:29	Makanan-makanan yang khas dari berbagai macam daerah.
Hari Minggoean_024	0:00:29	0:00:32	Kemarin, kita pengen coba masakan Medan.
Hari Minggoean_024	0:00:32	0:00:36	Di kedainya, atau di tempat sebenarnya kafe itu tempatnya.
Hari Minggoean_024	0:00:36	0:00:38	Kami pesen...
Hari Minggoean_024	0:00:38	0:00:39	Sebenernya aku.
Hari Minggoean_024	0:00:39	0:00:46	Aku pesen lontong lontong Medan, dan kawanku ini pesen soto Medan.
Hari Minggoean_024	0:00:46	0:00:49	Kalau rasanya ya, enak sih.
Hari Minggoean_024	0:00:49	0:00:56	Kalau lontong sayurnya itu ya kayak lontong sayur biasa aja, tapi toppingnya itu rame.
Hari Minggoean_024	0:00:56	0:00:58	Dan soto Medannya itu...
Hari Minggoean_024	0:00:58	0:01:00	agak mirip empal gentong.
Hari Minggoean_024	0:01:00	0:01:02	Aku nggak tau kenapa.
Hari Minggoean_024	0:01:02	0:01:11	Mungkin karena aku dan temanku itu adalah orang yang lahir di Jawa dan besar di Jawa dengan makanan-makanan Jawa.
Hari Minggoean_024	0:01:11	0:01:17	Jadinya, rasanya tuh kami miripin dengan empal gentong ini, soto Medan.
Hari Minggoean_024	0:01:17	0:01:20	Tapi nggak tau ya, harusnya itu mirip atau nggak.
Hari Minggoean_024	0:01:20	0:01:26	Tapi kalau dilihat dari warnanya dan komposisi bumbunya sekilas, ya harusnya ya nggak beda jauh juga.
Hari Minggoean_024	0:01:26	0:01:35	Tapi itulah, makanan Nusantara di Indonesia itu, bumbunya ya, dalam tadi kita itu-itu aja gitu.
Hari Minggoean_024	0:01:35	0:01:39	Bawang putih, bawang merah, dengan berbagai kombinasinya.
Hari Minggoean_024	0:01:39	0:01:43	Gitu lah, agak ribet kalau misalnya ngomongin masakan.
Hari Minggoean_024	0:01:43	0:01:50	Nah, terus balik dari makan yang bersantan-santan, sorenya aku jogging.
Hari Minggoean_024	0:01:50	0:01:53	Ya sebenernya joggingnya nggak ada yang spesial sih.
Hari Minggoean_024	0:01:53	0:02:00	Cuma waktu aku jogging di sore itu, aku ngeliat lebih banyak anak kecil daripada biasanya.
Hari Minggoean_024	0:02:00	0:02:02	Ya, logikanya memang masuk.
Hari Minggoean_024	0:02:02	0:02:06	Karena hari itu hari libur, banyak anak-anak yang bermain.
Hari Minggoean_024	0:02:06	0:02:12	Nggak ada sekolah, ngerjain PR, ngedalas, dan nggak ada ekskul.
Hari Minggoean_024	0:02:12	0:02:15	Biasa aja.
Hari Minggoean_024	0:02:15	0:02:18	Sebenarnya, tapi nggak tau, itu banyak banget rasanya.
Hari Minggoean_024	0:02:18	0:02:29	Terus juga, gini, yang lucunya di sore itu, ada dua anak di kesempatan yang berbeda, jadi di tempat yang agak jauhan.
Hari Minggoean_024	0:02:29	0:02:34	Itu tuh yang nyemangatin aku, bilang, semangat om melarinya om, atau semacamnya.
Hari Minggoean_024	0:02:34	0:03:00	ya bener sih jadi tambah semangat walaupun gak banyak tapi ya tetep semangat, nambah senyum terus wah akhirnya, wah lari kan capek banget kan ketika disemangatin gitu walaupun aku tau itu sebenernya cuma iseng tapi ya tetep aja nambah semangat Dan ketika aku ngeliat anak-anak gitu pada main, rasanya tuh gimana ya?
Hari Minggoean_024	0:03:00	0:03:05	Aku ngerasa kayak seneng gitu, kayak ada perasaan lega.
Hari Minggoean_024	0:03:05	0:03:19	Kan sekarang kalau kita lagi nonton berita atau lihat orang komentar di medsos, itu tuh kan pada bilang kayak generasi muda zaman ini tuh yang masih bocah-bocah, hidupannya tuh suram banget.
Hari Minggoean_024	0:03:19	0:03:26	Tapi ngeliat mereka masih main, masih main dengan senyum, rasanya tuh timbul harapan gitu.
Hari Minggoean_024	0:03:26	0:03:32	Dan aku harap masa depan yang indah itu akan menanti mereka kemudian.
Hari Minggoean_024	0:03:32	0:03:39	Dan sedikit banyaknya, aku dan kalian juga bisa ngebantu mereka untuk mewujudkannya.
Hari Minggoean_024	0:03:39	0:03:43	Ya dengan cara kita masing-masing lah.
Hari Minggoean_024	0:03:43	0:03:51	Itu kemudian di hari berikutnya, persis di hari berikutnya, Kami ketemu sama satu kawan lagi.
Hari Minggoean_024	0:03:51	0:03:52	Berbeda nih.
Hari Minggoean_024	0:03:52	0:03:54	Tapi mainnya masih bertiga.
Hari Minggoean_024	0:03:54	0:03:55	Itu kami janjian makan lagi.
Hari Minggoean_024	0:03:55	0:03:56	Wah gila.
Hari Minggoean_024	0:03:56	0:04:01	Emang liburan adalah momen ketemu dan untuk makan.
Hari Minggoean_024	0:04:01	0:04:03	Kami makan sate.
Hari Minggoean_024	0:04:03	0:04:04	Sate kambing.
Hari Minggoean_024	0:04:04	0:04:06	Dan olah-olahannya lah.
Hari Minggoean_024	0:04:06	0:04:10	Ya tengkleng, ya oseng, ya gulai.
Hari Minggoean_024	0:04:10	0:04:14	Semacam itu pokoknya olahan dari kambing.
Hari Minggoean_024	0:04:14	0:04:20	Nah, kelar dari makan kambing, kita nonton ke bioskop.
Hari Minggoean_024	0:04:20	0:04:25	Kami memang udah mengagendakan nonton, cuma rencananya minggu depan.
Hari Minggoean_024	0:04:25	0:04:31	Tapi karena kami ngeliat ada promo, jadinya, terus waktunya juga pada oke, nah udahlah, kami nonton aja.
Hari Minggoean_024	0:04:31	0:04:38	Sekarang itu lagi ada promonya film Satu Anak 7 Ponakan, dan itu memang film yang ingin kami tonton.
Hari Minggoean_024	0:04:38	0:04:41	Dan akhirnya kami menonton itu.
Hari Minggoean_024	0:04:41	0:04:46	Dan, wah gimana ya, ini menurutku film terbaik di awal tahun 2025.
Hari Minggoean_024	0:04:46	0:04:49	Kuks banget lah film ini.
Hari Minggoean_024	0:04:49	0:04:53	in Yandy Lawrence we trust, filmnya tidak mengecewakan.
Hari Minggoean_024	0:04:53	0:04:57	Kayak, apa kemarin Jatuh Cinta Seperti di Film-film.
Hari Minggoean_024	0:04:57	0:04:58	Dah.
Hari Minggoean_024	0:04:58	0:05:08	Dan sebelum kita lanjut ke pembicaraan selanjutnya, ya apalah ya kalau misalnya kita review tipis-tipis dulu soal filmnya.
Hari Minggoean_024	0:05:08	0:05:17	Film Satu Kakak Tujuh Punakan ini bakal akan sangat berkesan buat kamu yang apa ya, family oriented gitu.
Hari Minggoean_024	0:05:17	0:05:27	Yang mana kita semua tuh sayang keluarga, sekecil apapun bentuk atau rasa sayangnya, aku rasa itu akan selalu ada, gak pernah hilang sepenuhnya.
Hari Minggoean_024	0:05:27	0:05:42	Film ini menggambarkan bagaimana setiap orang Setiap anggota keluarga menyayangi satu sama lain, dan apa aja yang mau mereka lakukan untuk keluarga tersebut.
Hari Minggoean_024	0:05:42	0:05:49	Pusat penceritaan di sini adalah tokoh yang namanya Moko, yang diperanin sama Chicco Kurniawan.
Hari Minggoean_024	0:05:49	0:05:57	Yang tiba-tiba, dia jadi kepala rumah tangga di usianya yang masih relatif muda.
Hari Minggoean_024	0:05:57	0:05:59	Kasarannya baru lulus kuliah lah.
Hari Minggoean_024	0:05:59	0:06:06	Ia langsung menanggung empat keponakannya yang tadinya di asuh sama kakak dan sama iparnya.
Hari Minggoean_024	0:06:06	0:06:19	Di sini Moko berjuang mati-matian untuk tetap menghidupi keempat saudaranya agar tetap bahagia mengorbankan masa muda, pasangan, dan impiannya.
Hari Minggoean_024	0:06:19	0:06:26	Bisa ngebayangin gak sih berapa beratnya, seberapa beratnya jadi Moko?
Hari Minggoean_024	0:06:26	0:06:27	Tonton dulu filmnya.
Hari Minggoean_024	0:06:27	0:06:31	Atau paling nggak, nonton trailernya dulu deh.
Hari Minggoean_024	0:06:31	0:06:41	Kalau kamu mau nonton, atau suka nonton untuk mewek, atau suka nonton untuk merenungi kehidupan, film ini cocok banget buat kamu.
Hari Minggoean_024	0:06:41	0:06:49	Dan penasaran nggak, kenapa di judulnya itu bilang 7 ponakan, padahal tadi aku bilang 4 ponakan.
Hari Minggoean_024	0:06:49	0:06:51	Itu juga menarik lho.
Hari Minggoean_024	0:06:51	0:06:58	Coba tonton, dan cari tahu sendiri.
Hari Minggoean_024	0:06:58	0:07:06	Dan di film ini juga akan membahas atau mengangkat sedikit tema soal self-love.
Hari Minggoean_024	0:07:06	0:07:16	Di sini kita melihat bagaimana Moko yang banting tulang bekerja buat anak-anak sampai tidak memerhatikan kebahagiaannya sendiri.
Hari Minggoean_024	0:07:16	0:07:21	Nah selanjutnya, aku juga pengen mengangkat atau membahas tema self-love.
Hari Minggoean_024	0:07:21	0:07:26	Walaupun nggak ada kaitan langsung sama filmnya, tapi kita akan bahas itu.
Hari Minggoean_024	0:07:26	0:07:33	Dan disclaimer dulu, sejujurnya aku nggak bener-bener paham sama konsep self-love ini.
Hari Minggoean_024	0:07:33	0:07:47	Jadi tujuan ku disini adalah kita bareng-bareng mengeksplorasi ide soal self-love, dan kemudian kalau misalnya ada beda pendapat dengan apa yang aku sampaikan atau nggak sreg dengan apa yang aku jabarkan, ya itu biasa.
Hari Minggoean_024	0:07:47	0:07:55	Aku harap kamu juga bisa ngasih masukan apa ya, self-love versi kamu itu kayak gimana di kolom komentar.
Hari Minggoean_024	0:07:55	0:08:08	Biar kita bisa saling memahami, bukan cuma aku, tapi mungkin yang lainnya juga yang ngebaca komentarmu, jadi tau perspektifnya kayak gimana, jadi kita bisa lebih saling mengenal, memahami.
Hari Minggoean_024	0:08:08	0:08:13	And that's being said, without further ado, let's begin.
Hari Minggoean_024	0:08:13	0:08:16	Kita buka dulu dengan definisi self-love.
Hari Minggoean_024	0:08:16	0:08:22	Untuk awalnya, kita coba untuk meramu dari persepsi banyak orang dulu, kali ya.
Hari Minggoean_024	0:08:22	0:08:28	Kalau kita artikan secara harfiah, self-love kan artinya mencintai diri sendiri.
Hari Minggoean_024	0:08:28	0:08:33	Self-love juga sering dikaitkan dengan istilah lain, self-reward.
Hari Minggoean_024	0:08:33	0:08:38	Kita menghadiahi diri kita karena kita mencintai diri kita.
Hari Minggoean_024	0:08:38	0:08:44	Nggak perlu nunggu orang untuk menghadiahi, jadi nggak perlu afirmasi dari luar.
Hari Minggoean_024	0:08:44	0:08:54	Tapi kalau kita ambil definisinya dari apa, APA atau American Psychological Association, mereka punya dua definisi.
Hari Minggoean_024	0:08:54	0:09:08	Definisi yang pertama, self-love itu, aku terjemahan di bahasa Indonesia, pakai Google Translate, perhatian dan minat pada keberadaan atau kekuasaan diri sendiri.
Hari Minggoean_024	0:09:08	0:09:09	Itu yang pertama.
Hari Minggoean_024	0:09:09	0:09:24	Yang kedua, Definisinya self-love itu adalah harga diri yang berlebihan atau sikap narksis terhadap tubuh, kemampuan, atau kepribadian seseorang.
Hari Minggoean_024	0:09:24	0:09:31	Dan di definisi pertama, itu kurang lebihnya miriplah dengan apa yang kita bahas yang sesuai dengan persepsi kebanyakan orang.
Hari Minggoean_024	0:09:31	0:09:37	Nah yang kedua ini, ngasih nada yang agak sedikit negatif.
Hari Minggoean_024	0:09:37	0:09:41	Tapi ya, kita nggak bakal terlalu fokus sama definisi yang kedua ini.
Hari Minggoean_024	0:09:41	0:09:47	Kan pada dasarnya, apa ya, yang berlebihan itu kan semuanya nggak baik ya.
Hari Minggoean_024	0:09:47	0:09:51	Nah, itu tadi kurang lebih soal definisinya.
Hari Minggoean_024	0:09:51	0:09:57	Terus, kalau misalnya kita terawang-terawang, masalahnya apa dong kalau gitu?
Hari Minggoean_024	0:09:57	0:10:01	Sekilas, kan emang self-love itu bagus.
Hari Minggoean_024	0:10:01	0:10:04	Ada yang bilang baik untuk kesehatan mental.
Hari Minggoean_024	0:10:04	0:10:06	Yang mana aku juga setuju sama pendapat itu.
Hari Minggoean_024	0:10:06	0:10:14	Self-love membuat kita mencintai diri sendiri tanpa butuh validasi dari orang yang ada di luar atau dari pihak luar.
Hari Minggoean_024	0:10:14	0:10:20	Nggak perlu makan gengsi dan nggak perlu mempergulikan kata-kata dari orang lain.
Hari Minggoean_024	0:10:20	0:10:28	Nah, menurutku masalahnya itu ada di gimana caranya kita ngebatasin self-love ini biar nggak berlebihan.
Hari Minggoean_024	0:10:28	0:10:32	Self-love ini proses dan pengalaman yang subjektif.
Hari Minggoean_024	0:10:32	0:10:34	Yang semua orang tuh punya.
Hari Minggoean_024	0:10:34	0:10:38	Pandangannya sendiri-sendiri, caranya sendiri-sendiri.
Hari Minggoean_024	0:10:38	0:10:43	Tantangannya, gimana ngebuat self-love ini nggak jadi berlebihan.
Hari Minggoean_024	0:10:43	0:10:49	Nggak buat kita, ya istilahnya tuh, kalau misalnya jadi orang narsis tuh yang narsisnya nggak sampe nauzubillah gitu.
Hari Minggoean_024	0:10:49	0:10:54	Yang ujung-ujungnya tuh nggak cuma jadi narsis doang, tapi malah...
Hari Minggoean_024	0:10:54	0:10:57	Apa ya?
Hari Minggoean_024	0:10:57	0:11:06	Kita menggunakan istilah ini untuk melegitimasi tindakan-tindakan yang ada kemungkinan besar untuk merugikan orang lain.
Hari Minggoean_024	0:11:06	0:11:15	Dan aku rasa kata kuncinya di sini itu self-love adalah pengalaman dan proses yang subjektif.
Hari Minggoean_024	0:11:15	0:11:56	untuk setiap individunya dan kita juga harus ingat nih kalau kita ini bukan cuma berperan sebagai individu yang hidup untuk dirinya sendiri untuk melakukan apa yang dia mau tapi kita juga bagian dari masyarakat yang dimana di lingkungan kita ini kita gak selalu bisa ngikutin keinginan kita doang mencari keseimbangan diantara keduanya itu menjadi hal yang penting kunci dari self love yang sehat buatku Nah, sebagai individu, kita pahamlah, kita tuh perlu untuk mengaktualisasikan diri.
Hari Minggoean_024	0:11:56	0:12:10	Tapi kalau pengaktualisasi diri ini melampaui batas-batas yang ada di masyarakat, melampaui apa yang dianggap luhur oleh masyarakat, kehidupan kita bakal bisa jadi berantakan juga.
Hari Minggoean_024	0:12:10	0:12:13	Kita juga butuh masyarakat gitu buat hidup.
Hari Minggoean_024	0:12:13	0:12:29	Ketika kita nggak menghargai apa yang dianggap penting, baik itu secara terang-terangan atau secara sembunyi-sembunyi, lambat laun kita bakal disingkirkan, nggak dianggap sebagai bagian kelompok lagi.
Hari Minggoean_024	0:12:29	0:12:34	Dan itu bakal ngeribetin hidup kita sendiri.
Hari Minggoean_024	0:12:34	0:12:37	Ya gampangannya kalau misalnya kita meninggal gitu ya.
Hari Minggoean_024	0:12:37	0:12:40	Kita meninggal kan gak bisa ngubur diri kita sendiri ya.
Hari Minggoean_024	0:12:40	0:12:49	Gimana caranya badan yang udah gak ada jiwanya dan gak punya kehandatan, gak punya kesadaran itu bisa membawa dirinya ke liang lahat.
Hari Minggoean_024	0:12:49	0:12:51	Yang lahat, liangnya tuh dia digali duluan.
Hari Minggoean_024	0:12:51	0:12:53	Kita butuh orang lain.
Hari Minggoean_024	0:12:53	0:13:11	Kalau misalnya kita dibenci sama orang-orang tetangga-tetangga kita, masyarakat kita, siapa yang mau ngugurin, siapa yang mau bertanggung jawab atau ya, menerima tanggung jawab jasad kita yang masih tertinggal di permukaan tanah ini.
Hari Minggoean_024	0:13:11	0:13:21	Dan yang membuat aku bingung yang terutama buatku sendiri.
Hari Minggoean_024	0:13:21	0:13:33	Kita yang lahir di Indonesia ini kebanyakan diajarkan untuk selfless, mementingkan kepentingan yang lebih besar daripada diri kita sendiri.
Hari Minggoean_024	0:13:33	0:13:38	Sifat selfless yang berlebihan jelas nggak akan berujung dengan baik juga ya.
Hari Minggoean_024	0:13:38	0:13:54	Tapi karena ini, aku rasa banyak di antara kita jadi sulit untuk memahami apa itu selfless dan Hal yang lebih parahnya lagi itu, bisa aja kita menyalah artikan self love.
Hari Minggoean_024	0:13:54	0:13:58	Dan setelah aku baca-baca lagi, ya but, mostly in Wikipedia.
Hari Minggoean_024	0:13:58	0:14:03	Jadi please, kalau ada referensi yang lebih baik, kasih tau aku.
Hari Minggoean_024	0:14:03	0:14:06	Kalau ada yang salah, boleh banget dikoreksi.
Hari Minggoean_024	0:14:06	0:14:09	Ada yang mesti ditambah, tambahkan.
Hari Minggoean_024	0:14:09	0:14:26	Nah, dari yang aku baca itu ya, Yang aku lihat, self-love itu pada awalnya nggak digunakan untuk membela kepentingan individu yang spesifik.
Hari Minggoean_024	0:14:26	0:14:36	Malah self-love itu digunakan sebagai alat bagi golongan-golongan yang mirip minoritas yang tertindas untuk melawan.
Hari Minggoean_024	0:14:36	0:14:44	Contohnya ya, self-love itu dulu digunain sama kaum feminis dan orang-orang kulit hitam.
Hari Minggoean_024	0:14:44	0:14:51	Yang mana waktu sebelum abad 21 lah, sampai sekarang sebenarnya masih.
Hari Minggoean_024	0:14:51	0:14:55	Itu selalu ditimdah sama orang kulit hitam sama orang kulit putih.
Hari Minggoean_024	0:14:55	0:15:00	Kalau feminis ya sama patriarki.
Hari Minggoean_024	0:15:00	0:15:10	Self-love itu sebagai alat untuk menunjukkan tadi, mereka itu orang yang baik, setara sama manusia yang lain.
Hari Minggoean_024	0:15:10	0:15:18	Kalau misalnya ngomongin fisik, cantik, ganteng, apa adanya sesuai dengan kodratnya mereka lahir.
Hari Minggoean_024	0:15:18	0:15:24	Jadi mereka nggak perlu pengakuan orang lain terhadap diri mereka sendiri.
Hari Minggoean_024	0:15:24	0:15:28	Dan ini yang membuatku penasaran, kayak bertanya-tanya.
Hari Minggoean_024	0:15:28	0:15:37	Jadi sejak kapan self-love itu digunakan untuk hal-hal yang, dalam tanda kutip ini ya, untuk kepentingan diri sendiri?
Hari Minggoean_024	0:15:37	0:15:40	Ya kalau boleh nebak-nebak sih ya.
Hari Minggoean_024	0:15:40	0:15:44	Ini tuh karena merebaknya epidemi kecemasan gara-gara sosial media.
Hari Minggoean_024	0:15:44	0:15:49	Jadi, apa ya, teri-teri gembel lah.
Hari Minggoean_024	0:15:49	0:16:01	Platform ini kan pada akhirnya kayak ngaksih atau ngebuat, menyebarkan mungkin lebih cepatnya, standar-standar tertentu yang sebenarnya tuh gak realistis.
Hari Minggoean_024	0:16:01	0:16:08	Dan karena dicekoki dengan standar-standar yang gak realistis ini, muncullah perlawanan.
Hari Minggoean_024	0:16:08	0:16:22	Ada semacam urgensi untuk membuat standar-standar yang unik yang berlaku di setiap individu masing-masing sesuai dengan konteks kehidupan dan pengalaman, tempat lahir, gender, dan sebagainya.
Hari Minggoean_024	0:16:22	0:16:27	Dan jargon self-love mulai populer dari situ.
Hari Minggoean_024	0:16:27	0:16:28	Tapi kalau menurutmu gimana?
Hari Minggoean_024	0:16:28	0:16:29	Ada pendapat lain?
Hari Minggoean_024	0:16:29	0:16:33	Coba kasih tahu aku di kolom komentar ya.
Hari Minggoean_024	0:16:33	0:16:35	Oke, balik lagi.
Hari Minggoean_024	0:16:35	0:16:41	Nah, seperti yang aku bilang tadi, self-love ini kan pengalaman yang subjektif ya.
Hari Minggoean_024	0:16:41	0:16:48	Kalau mau sedikit berbagi, kayaknya untuk saat ini aku tahu bentuk self-love yang paling cocok buatku.
Hari Minggoean_024	0:16:48	0:16:52	Walaupun aku juga agak bingung nih deskripsinya yang pas itu gimana.
Hari Minggoean_024	0:16:52	0:17:01	Tapi intinya, self-love yang aku anggap cocok itu adalah self-love yang bentuknya adalah disiplin.
Hari Minggoean_024	0:17:01	0:17:02	Atau mungkin bisa dibalik.
Hari Minggoean_024	0:17:02	0:17:06	Aku disiplin karena aku cinta sama diriku sendiri.
Hari Minggoean_024	0:17:06	0:17:14	Contoh kecilnya ya, kayak karena aku sayang sama diriku, jadi aku sayang sama tubuhku, sayang sama badanku.
Hari Minggoean_024	0:17:14	0:17:19	Dan badan ini nggak akan selalu kondisinya dalam posisi prima.
Hari Minggoean_024	0:17:19	0:17:28	Lama tahun makin lama, pasti kesehatan akan menurun, kekuatan akan menurun, dan sebagainya.
Hari Minggoean_024	0:17:28	0:17:40	Jadi, karena aku nggak kepengen hal itu terjadi ya, Aku harus berdisiplin dalam berolahraga biar tetap jaga kesehatan, masa otot, dan sebagainya.
Hari Minggoean_024	0:17:40	0:17:45	Ya agak aneh sih, tapi ini yang paling aku rasa masuk akal buatku.
Hari Minggoean_024	0:17:45	0:17:56	Ya mungkin kemudian kalau aku nemu sesuatu hal bentuk self-love lain, itu bisalah berubah yang sesuai dengan apa ya?
Hari Minggoean_024	0:17:56	0:18:02	Dengan umur dan dengan pengalaman yang aku dapatkan.
Hari Minggoean_024	0:18:02	0:18:12	Tapi kalau boleh sedikit agak skeptis dan agak sedikit berbagi lagi, kayaknya sih aku paling gak cocok atau paling gak bisa nerapi lah, paling gak.
Hari Minggoean_024	0:18:12	0:18:17	Itu self rework sebagai bentuk dari self love.
Hari Minggoean_024	0:18:17	0:18:23	Karena kalau aku yang ngelakuin ya, aku rasanya tuh ya bakal akan pasti kebablasan.
Hari Minggoean_024	0:18:23	0:18:27	Kalau misalnya aku megang itu, kayaknya aku jadi punya alasan.
Hari Minggoean_024	0:18:27	0:18:30	Banyak alasan untuk beli barang-barang yang sebenarnya nggak perlu-perlu banget.
Hari Minggoean_024	0:18:30	0:18:33	Dan itu akan memperburuk finansial.
Hari Minggoean_024	0:18:33	0:18:36	Jadi aku rasa untukku itu sangat tidak baik.
Hari Minggoean_024	0:18:36	0:18:44	Tapi ya nggak tahu juga ya, kan orang beda-beda tadi ini kan tadi apa sebuah pengalaman atau perspektif yang subjektif.
Hari Minggoean_024	0:18:44	0:18:47	Kalau menurutmu yang kayak gitu-gitu itu gimana?
Hari Minggoean_024	0:18:47	0:18:50	Ya kurang lebih itulah pembahasanku soal self love.
Hari Minggoean_024	0:18:50	0:19:01	Dan sekali lagi, ini aku mau ngingetin, jangan dibayangin kalau aku ini dari tadi ngelasih sesuatu yang benar, yang benar-benar kayak gimana, yang harus dilakuin tuh kayak gimana.
Hari Minggoean_024	0:19:01	0:19:04	Aku bukan ahlinya, itu udah jelas.
Hari Minggoean_024	0:19:04	0:19:09	Obrolan tadi itu aku harap menjadi sebagai pemanti dan untuk bahan diskusi.
Hari Minggoean_024	0:19:09	0:19:21	Dan kalau ada yang mau dibahas lebih lanjut, ada yang tidak setuju atau mau mendapatkan pendapatnya sendiri, kita lanjut yuk di kolom komentar.
Hari Minggoean_024	0:19:21	0:19:26	Oke segitu aja dari aku untuk episode kali ini.
Hari Minggoean_024	0:19:26	0:19:29	Terima kasih yang sudah dengerin sampai akhir.
Hari Minggoean_024	0:19:29	0:19:40	Kalau kamu merasa siniar ini itu menghibur atau menginspirasi, kamu bisa bantu dengan cara like, share, dan subscribe di kanal-kanal kami.
Hari Minggoean_024	0:19:40	0:19:42	Aku Hans, pamit undur diri dulu.
Hari Minggoean_024	0:19:42	0:19:43	Ciao!
Hari Minggoean_025	0:00:00	0:00:11	Di siniar Hari Mingguoean episode kali ini, kita akan membahas tentang kesempatan kedua, atau lebih tepatnya, memberikan kesempatan kedua.
Hari Minggoean_025	0:00:11	0:00:13	Apakah itu worth it?
